ObjectID,TimeIndex,Direction,Node,Type
134,2171,ES,ES,ES
479,0,EW,SS,NK
479,0,NS,SS,NK
479,197,EW,AD,NK
479,203,EW,IK,CK
479,210,NS,IK,EK
479,2171,ES,ES,ES
276,0,EW,SS,EK
276,0,NS,SS,EK
276,1093,EW,ID,NK
276,1093,NS,ID,NK
276,1901,EW,AD,NK
276,2171,ES,ES,ES
669,0,EW,SS,NK
669,0,NS,SS,NK
669,269,EW,AD,NK
669,275,EW,IK,EK
669,318,NS,IK,EK
669,1261,EW,ID,NK
669,1261,NS,ID,NK
669,2171,ES,ES,ES
1757,0,EW,SS,EK
1757,0,NS,SS,EK
1757,1057,NS,ID,NK
1757,2171,ES,ES,ES
602,0,EW,SS,NK
602,0,NS,SS,NK
602,1152,EW,AD,NK
602,1158,EW,IK,EK
602,1180,NS,IK,CK
602,2171,ES,ES,ES
1298,0,EW,SS,NK
1298,0,NS,SS,NK
1298,741,EW,AD,NK
1298,748,EW,IK,HK
1298,782,NS,IK,HK
1298,1837,EW,ID,NK
1298,1837,NS,ID,NK
1298,2171,ES,ES,ES
783,0,EW,SS,NK
783,0,NS,SS,NK
783,1055,EW,AD,NK
783,1061,EW,IK,EK
783,1102,NS,IK,EK
783,2171,ES,ES,ES
941,0,EW,SS,NK
941,0,NS,SS,NK
941,728,EW,AD,NK
941,762,EW,IK,HK
941,1105,NS,IK,HK
941,2171,ES,ES,ES
785,0,EW,SS,NK
785,0,NS,SS,NK
785,1166,EW,AD,NK
785,1172,EW,IK,CK
785,1174,NS,IK,EK
785,2171,ES,ES,ES
71,0,EW,SS,CK
71,0,NS,SS,CK
71,2207,ES,ES,ES
1580,0,EW,SS,CK
1580,0,NS,SS,CK
1580,1207,NS,ID,NK
1580,2171,ES,ES,ES
727,0,EW,SS,NK
727,0,NS,SS,NK
727,1048,EW,AD,NK
727,1055,EW,IK,EK
727,1096,NS,IK,EK
727,2171,ES,ES,ES
706,0,EW,SS,NK
706,0,NS,SS,NK
706,1310,EW,AD,NK
706,1317,EW,IK,EK
706,1352,NS,IK,CK
706,2171,ES,ES,ES
1066,0,EW,SS,NK
1066,0,NS,SS,NK
1066,312,EW,AD,NK
1066,324,EW,IK,CK
1066,358,NS,IK,CK
1066,1327,NS,ID,NK
1066,2171,ES,ES,ES
626,0,EW,SS,NK
626,0,NS,SS,NK
626,1179,EW,AD,NK
626,1186,EW,IK,EK
626,1837,EW,ID,NK
626,2171,ES,ES,ES
211,0,EW,SS,HK
211,0,NS,SS,HK
211,145,EW,ID,NK
211,145,NS,ID,NK
211,328,EW,AD,NK
211,397,EW,AD,NK
211,408,EW,IK,HK
211,442,NS,IK,HK
211,2183,ES,ES,ES
143,0,EW,SS,CK
143,0,NS,SS,CK
143,505,EW,ID,NK
143,505,NS,ID,NK
143,1182,EW,AD,NK
143,2171,ES,ES,ES
1713,0,EW,SS,EK
1713,0,NS,SS,CK
1713,2171,ES,ES,ES
1523,0,EW,SS,NK
1523,0,NS,SS,NK
1523,385,EW,AD,NK
1523,391,EW,IK,CK
1523,417,NS,IK,CK
1523,1853,NS,ID,NK
1523,2171,ES,ES,ES
1407,0,EW,SS,NK
1407,0,NS,SS,NK
1407,324,EW,AD,NK
1407,331,EW,IK,HK
1407,337,NS,IK,HK
1407,1187,NS,ID,NK
1407,1381,EW,ID,NK
1407,2171,ES,ES,ES
98,0,EW,SS,CK
98,0,NS,SS,NK
98,2207,ES,ES,ES
114,0,EW,SS,NK
114,0,NS,SS,NK
114,200,EW,AD,NK
114,206,EW,IK,HK
114,239,NS,IK,HK
114,2171,ES,ES,ES
311,0,EW,SS,CK
311,0,NS,SS,EK
311,925,EW,ID,NK
311,925,NS,ID,NK
311,2171,ES,ES,ES
1094,0,EW,SS,NK
1094,0,NS,SS,NK
1094,488,EW,AD,NK
1094,494,EW,IK,CK
1094,660,NS,IK,CK
1094,1645,EW,ID,NK
1094,1645,NS,ID,NK
1094,2171,ES,ES,ES
1246,0,EW,SS,CK
1246,0,NS,SS,CK
1246,2171,ES,ES,ES
1120,0,EW,SS,NK
1120,0,NS,SS,NK
1120,787,EW,AD,NK
1120,793,EW,IK,HK
1120,808,NS,IK,HK
1120,1849,EW,ID,NK
1120,1849,NS,ID,NK
1120,2171,ES,ES,ES
1716,0,EW,SS,EK
1716,0,NS,SS,EK
1716,550,NS,ID,NK
1716,2171,ES,ES,ES
1855,0,EW,SS,HK
1855,0,NS,SS,HK
1855,2171,ES,ES,ES
354,0,EW,SS,EK
354,0,NS,SS,EK
354,505,EW,ID,NK
354,505,NS,ID,NK
354,677,EW,AD,NK
354,870,EW,AD,NK
354,2171,ES,ES,ES
613,0,EW,SS,NK
613,0,NS,SS,NK
613,231,EW,AD,NK
613,237,EW,IK,HK
613,260,NS,IK,HK
613,2171,ES,ES,ES
1064,0,EW,SS,NK
1064,0,NS,SS,NK
1064,1527,EW,AD,NK
1064,1534,EW,IK,CK
1064,1554,NS,IK,CK
1064,1961,NS,ID,NK
1064,2171,ES,ES,ES
627,0,EW,SS,NK
627,0,NS,SS,NK
627,348,EW,AD,NK
627,354,EW,IK,EK
627,384,NS,IK,EK
627,1057,EW,ID,NK
627,1057,NS,ID,NK
627,2171,ES,ES,ES
817,0,EW,SS,NK
817,0,NS,SS,NK
817,232,EW,AD,NK
817,238,EW,IK,EK
817,295,NS,IK,EK
817,949,EW,ID,NK
817,949,NS,ID,NK
817,2171,ES,ES,ES
1319,0,EW,SS,NK
1319,0,NS,SS,NK
1319,101,EW,AD,NK
1319,162,EW,IK,HK
1319,299,NS,IK,HK
1319,997,EW,ID,NK
1319,997,NS,ID,NK
1319,2171,ES,ES,ES
1468,0,EW,SS,NK
1468,0,NS,SS,NK
1468,1145,EW,AD,NK
1468,1152,EW,IK,CK
1468,1672,NS,IK,CK
1468,2171,ES,ES,ES
578,0,EW,SS,NK
578,0,NS,SS,NK
578,1272,EW,AD,NK
578,1278,EW,IK,CK
578,1282,NS,IK,EK
578,2171,ES,ES,ES
1500,0,EW,SS,NK
1500,0,NS,SS,NK
1500,111,EW,AD,NK
1500,162,EW,IK,HK
1500,299,NS,IK,HK
1500,1640,NS,ID,NK
1500,2171,ES,ES,ES
1551,0,EW,SS,CK
1551,0,NS,SS,CK
1551,694,NS,ID,NK
1551,2171,ES,ES,ES
694,0,EW,SS,NK
694,0,NS,SS,NK
694,356,EW,AD,NK
694,363,EW,IK,EK
694,390,NS,IK,EK
694,1285,EW,ID,NK
694,1285,NS,ID,NK
694,2171,ES,ES,ES
677,0,EW,SS,NK
677,0,NS,SS,NK
677,269,EW,AD,NK
677,276,EW,IK,EK
677,311,NS,IK,CK
677,1285,EW,ID,NK
677,1285,NS,ID,NK
677,2171,ES,ES,ES
1368,0,EW,SS,NK
1368,0,NS,SS,NK
1368,1644,EW,AD,NK
1368,1651,EW,IK,CK
1368,2125,EW,ID,NK
1368,2171,ES,ES,ES
1164,0,EW,SS,NK
1164,0,NS,SS,NK
1164,1344,EW,AD,NK
1164,1350,EW,IK,CK
1164,1375,NS,IK,CK
1164,2029,EW,ID,NK
1164,2029,NS,ID,NK
1164,2171,ES,ES,ES
922,0,EW,SS,NK
922,0,NS,SS,NK
922,1345,EW,AD,NK
922,1351,EW,IK,CK
922,2171,ES,ES,ES
51,0,EW,SS,CK
51,0,NS,SS,NK
51,2171,ES,ES,ES
371,0,EW,SS,EK
371,0,NS,SS,EK
371,1261,EW,ID,NK
371,1261,NS,ID,NK
371,1384,EW,AD,NK
371,2171,ES,ES,ES
1804,0,EW,SS,CK
1804,0,NS,SS,EK
1804,290,NS,ID,NK
1804,2171,ES,ES,ES
448,0,EW,SS,EK
448,0,NS,SS,EK
448,1093,EW,ID,NK
448,1093,NS,ID,NK
448,1696,EW,AD,NK
448,1946,EW,AD,NK
448,1953,EW,IK,EK
448,2171,ES,ES,ES
1117,0,EW,SS,NK
1117,0,NS,SS,NK
1117,210,EW,AD,NK
1117,216,EW,IK,HK
1117,241,NS,IK,HK
1117,1069,EW,ID,NK
1117,1069,NS,ID,NK
1117,2171,ES,ES,ES
968,0,EW,SS,NK
968,0,NS,SS,NK
968,425,EW,AD,NK
968,432,EW,IK,CK
968,470,NS,IK,CK
968,2171,ES,ES,ES
349,0,EW,SS,EK
349,0,NS,SS,EK
349,1117,EW,ID,NK
349,1117,NS,ID,NK
349,2171,ES,ES,ES
1846,0,EW,SS,EK
1846,0,NS,SS,EK
1846,2171,ES,ES,ES
979,0,EW,SS,NK
979,0,NS,SS,NK
979,1453,EW,AD,NK
979,1488,EW,IK,CK
979,1581,NS,IK,CK
979,1916,NS,ID,NK
979,2171,ES,ES,ES
569,0,EW,SS,NK
569,0,NS,SS,NK
569,1418,EW,AD,NK
569,1424,EW,IK,CK
569,1428,NS,IK,EK
569,2171,ES,ES,ES
497,0,EW,SS,EK
497,0,NS,SS,NK
497,521,NS,IK,EK
497,985,EW,ID,NK
497,985,NS,ID,NK
497,1219,EW,AD,NK
497,1552,EW,AD,NK
497,1558,EW,IK,EK
497,1593,NS,IK,EK
497,2171,ES,ES,ES
1348,0,EW,SS,NK
1348,0,NS,SS,NK
1348,1344,EW,AD,NK
1348,1350,EW,IK,CK
1348,1375,NS,IK,CK
1348,2029,EW,ID,NK
1348,2029,NS,ID,NK
1348,2171,ES,ES,ES
1583,0,EW,SS,CK
1583,0,NS,SS,CK
1583,1022,NS,ID,NK
1583,2171,ES,ES,ES
350,0,EW,SS,EK
350,0,NS,SS,EK
350,505,EW,ID,NK
350,505,NS,ID,NK
350,677,EW,AD,NK
350,2171,ES,ES,ES
15,0,EW,SS,EK
15,0,NS,SS,CK
15,2171,ES,ES,ES
536,0,EW,SS,NK
536,0,NS,SS,NK
536,525,EW,AD,NK
536,532,EW,IK,EK
536,550,NS,IK,CK
536,2171,ES,ES,ES
936,0,EW,SS,NK
936,0,NS,SS,NK
936,1137,EW,AD,NK
936,1144,EW,IK,HK
936,1167,NS,IK,HK
936,2171,ES,ES,ES
372,0,EW,SS,EK
372,0,NS,SS,EK
372,649,EW,ID,NK
372,649,NS,ID,NK
372,773,EW,AD,NK
372,798,EW,AD,NK
372,805,EW,IK,EK
372,823,NS,IK,EK
372,2171,ES,ES,ES
794,0,EW,SS,NK
794,0,NS,SS,NK
794,134,EW,AD,NK
794,141,EW,IK,CK
794,147,NS,IK,EK
794,1093,EW,ID,NK
794,1093,NS,ID,NK
794,2171,ES,ES,ES
75,0,EW,SS,CK
75,0,NS,SS,CK
75,2171,ES,ES,ES
1851,0,EW,SS,EK
1851,0,NS,SS,EK
1851,2171,ES,ES,ES
1272,0,EW,SS,NK
1272,0,NS,SS,NK
1272,1486,EW,AD,NK
1272,1524,EW,IK,CK
1272,1649,NS,IK,CK
1272,2113,EW,ID,NK
1272,2113,NS,ID,NK
1272,2171,ES,ES,ES
145,0,EW,SS,CK
145,0,NS,SS,CK
145,1069,EW,ID,NK
145,1069,NS,ID,NK
145,1849,EW,AD,NK
145,2171,ES,ES,ES
577,0,EW,SS,NK
577,0,NS,SS,NK
577,1161,EW,AD,NK
577,1168,EW,IK,EK
577,1209,NS,IK,EK
577,2171,ES,ES,ES
1420,0,EW,SS,NK
1420,0,NS,SS,NK
1420,1704,EW,AD,NK
1420,1711,EW,IK,CK
1420,1728,NS,IK,CK
1420,2075,NS,ID,NK
1420,2137,EW,ID,NK
1420,2171,ES,ES,ES
1304,0,EW,SS,NK
1304,0,NS,SS,NK
1304,864,EW,AD,NK
1304,870,EW,IK,HK
1304,892,NS,IK,HK
1304,1549,EW,ID,NK
1304,1549,NS,ID,NK
1304,2171,ES,ES,ES
622,0,EW,SS,NK
622,0,NS,SS,NK
622,1093,EW,AD,NK
622,1100,EW,IK,EK
622,1144,NS,IK,EK
622,2171,ES,ES,ES
492,0,EW,SS,EK
492,0,NS,SS,NK
492,385,EW,ID,NK
492,548,EW,AD,NK
492,1002,EW,AD,NK
492,2171,ES,ES,ES
1843,0,EW,SS,EK
1843,0,NS,SS,CK
1843,2171,ES,ES,ES
37,0,EW,SS,CK
37,0,NS,SS,CK
37,2171,ES,ES,ES
1785,0,EW,SS,CK
1785,0,NS,SS,EK
1785,596,NS,ID,NK
1785,2171,ES,ES,ES
1173,0,EW,SS,CK
1173,0,NS,SS,CK
1173,2171,ES,ES,ES
658,0,EW,SS,NK
658,0,NS,SS,NK
658,1029,EW,AD,NK
658,1035,EW,IK,EK
658,1061,NS,IK,CK
658,1969,EW,ID,NK
658,1969,NS,ID,NK
658,2171,ES,ES,ES
1555,0,EW,SS,CK
1555,0,NS,SS,CK
1555,806,NS,ID,NK
1555,2171,ES,ES,ES
1563,0,EW,SS,CK
1563,0,NS,SS,CK
1563,1110,NS,ID,NK
1563,2171,ES,ES,ES
608,0,EW,SS,NK
608,0,NS,SS,NK
608,539,EW,AD,NK
608,546,EW,IK,EK
608,563,NS,IK,EK
608,2171,ES,ES,ES
1229,0,EW,SS,CK
1229,0,NS,SS,CK
1229,2171,ES,ES,ES
1852,0,EW,SS,EK
1852,0,NS,SS,CK
1852,2171,ES,ES,ES
1440,0,EW,SS,NK
1440,0,NS,SS,NK
1440,1444,EW,AD,NK
1440,1450,EW,IK,CK
1440,1471,NS,IK,CK
1440,1926,NS,ID,NK
1440,2077,EW,ID,NK
1440,2171,ES,ES,ES
261,0,EW,SS,EK
261,0,NS,SS,EK
261,745,EW,ID,NK
261,745,NS,ID,NK
261,1676,EW,AD,NK
261,2032,EW,AD,NK
261,2039,EW,IK,EK
261,2171,ES,ES,ES
1591,0,EW,SS,CK
1591,0,NS,SS,CK
1591,753,NS,ID,NK
1591,2171,ES,ES,ES
870,0,EW,SS,NK
870,0,NS,SS,NK
870,444,EW,AD,NK
870,450,EW,IK,EK
870,491,NS,IK,EK
870,1093,EW,ID,NK
870,1093,NS,ID,NK
870,2171,ES,ES,ES
348,0,EW,SS,EK
348,0,NS,SS,EK
348,505,EW,ID,NK
348,505,NS,ID,NK
348,2171,ES,ES,ES
101,0,EW,SS,CK
101,0,NS,SS,NK
101,2171,ES,ES,ES
1733,0,EW,SS,EK
1733,0,NS,SS,EK
1733,546,NS,ID,NK
1733,2171,ES,ES,ES
1554,0,EW,SS,CK
1554,0,NS,SS,CK
1554,632,NS,ID,NK
1554,2171,ES,ES,ES
1692,0,EW,SS,EK
1692,0,NS,SS,EK
1692,2171,ES,ES,ES
1012,0,EW,SS,NK
1012,0,NS,SS,NK
1012,1029,EW,AD,NK
1012,1035,EW,IK,CK
1012,1050,NS,IK,CK
1012,1649,NS,ID,NK
1012,2171,ES,ES,ES
1868,0,EW,SS,EK
1868,0,NS,SS,EK
1868,2171,ES,ES,ES
1356,0,EW,SS,NK
1356,0,NS,SS,NK
1356,41,EW,AD,NK
1356,84,EW,IK,CK
1356,133,NS,IK,CK
1356,1318,NS,ID,NK
1356,1429,EW,ID,NK
1356,2171,ES,ES,ES
230,0,EW,SS,CK
230,0,NS,SS,EK
230,2171,ES,ES,ES
374,0,EW,SS,EK
374,0,NS,SS,EK
374,649,EW,ID,NK
374,649,NS,ID,NK
374,773,EW,AD,NK
374,798,EW,AD,NK
374,805,EW,IK,EK
374,823,NS,IK,EK
374,2171,ES,ES,ES
135,0,EW,SS,NK
135,0,NS,SS,NK
135,897,EW,AD,NK
135,936,EW,IK,CK
135,1093,NS,IK,CK
135,2171,ES,ES,ES
1524,0,EW,SS,NK
1524,0,NS,SS,NK
1524,1263,EW,AD,NK
1524,1270,EW,IK,CK
1524,1279,NS,IK,CK
1524,1794,NS,ID,NK
1524,2171,ES,ES,ES
1233,0,EW,SS,EK
1233,0,NS,SS,CK
1233,2171,ES,ES,ES
1186,0,EW,SS,CK
1186,0,NS,SS,CK
1186,2171,ES,ES,ES
708,0,EW,SS,NK
708,0,NS,SS,NK
708,408,EW,AD,NK
708,415,EW,IK,EK
708,456,NS,IK,EK
708,2171,ES,ES,ES
357,0,EW,SS,EK
357,0,NS,SS,EK
357,1117,EW,ID,NK
357,1117,NS,ID,NK
357,1497,EW,AD,NK
357,1569,EW,AD,NK
357,1599,EW,IK,EK
357,1626,NS,IK,EK
357,2171,ES,ES,ES
1626,0,EW,SS,EK
1626,0,NS,SS,EK
1626,2171,ES,ES,ES
328,0,EW,SS,EK
328,0,NS,SS,NK
328,521,NS,IK,EK
328,985,EW,ID,NK
328,985,NS,ID,NK
328,2171,ES,ES,ES
1816,0,EW,SS,EK
1816,0,NS,SS,EK
1816,2171,ES,ES,ES
14,0,EW,SS,HK
14,0,NS,SS,HK
14,2171,ES,ES,ES
1530,0,EW,SS,NK
1530,0,NS,SS,NK
1530,27,EW,AD,NK
1530,72,EW,IK,CK
1530,118,NS,IK,CK
1530,1734,NS,ID,NK
1530,2171,ES,ES,ES
1808,0,EW,SS,EK
1808,0,NS,SS,EK
1808,330,NS,ID,NK
1808,2171,ES,ES,ES
832,0,EW,SS,NK
832,0,NS,SS,NK
832,563,EW,IK,EK
832,611,NS,IK,EK
832,1501,EW,ID,NK
832,1501,NS,ID,NK
832,2171,ES,ES,ES
733,0,EW,SS,NK
733,0,NS,SS,NK
733,1282,EW,AD,NK
733,1289,EW,IK,EK
733,1343,NS,IK,EK
733,2171,ES,ES,ES
1409,0,EW,SS,NK
1409,0,NS,SS,NK
1409,1003,EW,AD,NK
1409,1010,EW,IK,HK
1409,1031,NS,IK,HK
1409,1773,NS,ID,NK
1409,2077,EW,ID,NK
1409,2171,ES,ES,ES
933,0,EW,SS,NK
933,0,NS,SS,NK
933,787,EW,AD,NK
933,793,EW,IK,HK
933,808,NS,IK,HK
933,2171,ES,ES,ES
616,0,EW,SS,NK
616,0,NS,SS,NK
616,1120,EW,AD,NK
616,1127,EW,IK,CK
616,1132,NS,IK,EK
616,2171,ES,ES,ES
1020,0,EW,SS,NK
1020,0,NS,SS,NK
1020,443,EW,AD,NK
1020,449,EW,IK,HK
1020,468,NS,IK,HK
1020,2012,NS,ID,NK
1020,2171,ES,ES,ES
951,0,EW,SS,NK
951,0,NS,SS,NK
951,257,EW,AD,NK
951,263,EW,IK,HK
951,288,NS,IK,HK
951,2171,ES,ES,ES
592,0,EW,SS,NK
592,0,NS,SS,NK
592,350,EW,AD,NK
592,357,EW,IK,EK
592,366,NS,IK,CK
592,2171,ES,ES,ES
655,0,EW,SS,NK
655,0,NS,SS,NK
655,233,EW,AD,NK
655,240,EW,IK,EK
655,271,NS,IK,EK
655,1093,EW,ID,NK
655,1093,NS,ID,NK
655,2171,ES,ES,ES
1406,0,EW,SS,NK
1406,0,NS,SS,NK
1406,1345,EW,AD,NK
1406,1359,EW,IK,HK
1406,1378,NS,IK,HK
1406,1797,NS,ID,NK
1406,2053,EW,ID,NK
1406,2171,ES,ES,ES
1600,0,EW,SS,EK
1600,0,NS,SS,CK
1600,1003,NS,ID,NK
1600,2171,ES,ES,ES
1370,0,EW,SS,NK
1370,0,NS,SS,NK
1370,1345,EW,AD,NK
1370,1352,EW,IK,CK
1370,1414,NS,IK,CK
1370,1833,NS,ID,NK
1370,2017,EW,ID,NK
1370,2171,ES,ES,ES
1003,0,EW,SS,NK
1003,0,NS,SS,NK
1003,899,EW,AD,NK
1003,905,EW,IK,CK
1003,932,NS,IK,CK
1003,1794,NS,ID,NK
1003,2171,ES,ES,ES
803,0,EW,SS,NK
803,0,NS,SS,NK
803,1007,EW,AD,NK
803,1013,EW,IK,EK
803,1054,NS,IK,EK
803,1813,EW,ID,NK
803,1813,NS,ID,NK
803,2171,ES,ES,ES
459,0,EW,SS,NK
459,0,NS,SS,NK
459,1453,EW,AD,NK
459,1610,EW,AD,NK
459,1617,EW,IK,EK
459,1659,NS,IK,EK
459,2171,ES,ES,ES
1483,0,EW,SS,NK
1483,0,NS,SS,NK
1483,210,EW,AD,NK
1483,216,EW,IK,HK
1483,241,NS,IK,HK
1483,1510,NS,ID,NK
1483,2171,ES,ES,ES
1861,0,EW,SS,EK
1861,0,NS,SS,EK
1861,2171,ES,ES,ES
1719,0,EW,SS,EK
1719,0,NS,SS,EK
1719,733,NS,ID,NK
1719,2171,ES,ES,ES
1835,0,EW,SS,EK
1835,0,NS,SS,CK
1835,2171,ES,ES,ES
469,0,EW,SS,CK
469,0,NS,SS,EK
469,853,EW,ID,NK
469,853,NS,ID,NK
469,1395,EW,AD,NK
469,1630,EW,AD,NK
469,2171,ES,ES,ES
1080,0,EW,SS,NK
1080,0,NS,SS,NK
1080,331,EW,AD,NK
1080,338,EW,IK,CK
1080,348,NS,IK,CK
1080,1237,EW,ID,NK
1080,1237,NS,ID,NK
1080,2171,ES,ES,ES
1286,0,EW,SS,NK
1286,0,NS,SS,NK
1286,1145,EW,AD,NK
1286,1152,EW,IK,CK
1286,1169,NS,IK,CK
1286,1933,EW,ID,NK
1286,1933,NS,ID,NK
1286,2171,ES,ES,ES
1832,0,EW,SS,EK
1832,0,NS,SS,EK
1832,2171,ES,ES,ES
1327,0,EW,SS,NK
1327,0,NS,SS,NK
1327,1026,EW,AD,NK
1327,1033,EW,IK,CK
1327,1082,NS,IK,CK
1327,1729,EW,ID,NK
1327,1729,NS,ID,NK
1327,2171,ES,ES,ES
494,0,EW,SS,EK
494,0,NS,SS,NK
494,521,NS,IK,EK
494,1189,EW,ID,NK
494,1189,NS,ID,NK
494,1422,EW,AD,NK
494,1782,EW,AD,NK
494,2171,ES,ES,ES
780,0,EW,SS,NK
780,0,NS,SS,NK
780,1263,EW,AD,NK
780,1269,EW,IK,EK
780,1292,NS,IK,CK
780,2171,ES,ES,ES
1441,0,EW,SS,NK
1441,0,NS,SS,NK
1441,1453,EW,AD,NK
1441,1488,EW,IK,CK
1441,1581,NS,IK,CK
1441,2000,NS,ID,NK
1441,2171,ES,ES,ES
503,0,EW,SS,EK
503,0,NS,SS,NK
503,521,NS,IK,EK
503,1597,EW,ID,NK
503,1597,NS,ID,NK
503,1853,EW,AD,NK
503,1972,EW,AD,NK
503,1979,EW,IK,EK
503,2018,NS,IK,EK
503,2171,ES,ES,ES
67,0,EW,SS,CK
67,0,NS,SS,CK
67,2171,ES,ES,ES
680,0,EW,SS,NK
680,0,NS,SS,NK
680,1227,EW,AD,NK
680,1234,EW,IK,EK
680,1263,NS,IK,EK
680,2005,EW,ID,NK
680,2005,NS,ID,NK
680,2171,ES,ES,ES
1208,0,EW,SS,CK
1208,0,NS,SS,CK
1208,2171,ES,ES,ES
1075,0,EW,SS,NK
1075,0,NS,SS,NK
1075,364,EW,AD,NK
1075,396,EW,IK,CK
1075,456,NS,IK,CK
1075,1585,EW,ID,NK
1075,1585,NS,ID,NK
1075,2171,ES,ES,ES
1533,0,EW,SS,CK
1533,0,NS,SS,CK
1533,1005,NS,ID,NK
1533,2171,ES,ES,ES
1879,0,EW,SS,EK
1879,0,NS,SS,EK
1879,2171,ES,ES,ES
351,0,EW,SS,EK
351,0,NS,SS,EK
351,1117,EW,ID,NK
351,1117,NS,ID,NK
351,1497,EW,AD,NK
351,2171,ES,ES,ES
1728,0,EW,SS,EK
1728,0,NS,SS,EK
1728,1331,NS,ID,NK
1728,2171,ES,ES,ES
450,0,EW,SS,NK
450,0,NS,SS,NK
450,538,EW,AD,NK
450,752,EW,AD,NK
450,758,EW,IK,EK
450,797,NS,IK,EK
450,2171,ES,ES,ES
10,0,EW,SS,CK
10,0,NS,SS,NK
10,216,NS,IK,CK
10,2171,ES,ES,ES
1442,0,EW,SS,NK
1442,0,NS,SS,NK
1442,457,EW,AD,NK
1442,464,EW,IK,CK
1442,468,NS,IK,CK
1442,1198,NS,ID,NK
1442,2171,ES,ES,ES
53,0,EW,SS,CK
53,0,NS,SS,CK
53,2207,ES,ES,ES
1438,0,EW,SS,NK
1438,0,NS,SS,NK
1438,815,EW,AD,NK
1438,821,EW,IK,CK
1438,836,NS,IK,CK
1438,1662,NS,ID,NK
1438,1813,EW,ID,NK
1438,2171,ES,ES,ES
1078,0,EW,SS,NK
1078,0,NS,SS,NK
1078,172,EW,AD,NK
1078,179,EW,IK,CK
1078,192,NS,IK,CK
1078,1045,EW,ID,NK
1078,1045,NS,ID,NK
1078,2171,ES,ES,ES
1450,0,EW,SS,NK
1450,0,NS,SS,NK
1450,331,EW,AD,NK
1450,338,EW,IK,CK
1450,348,NS,IK,CK
1450,1485,NS,ID,NK
1450,2171,ES,ES,ES
796,0,EW,SS,NK
796,0,NS,SS,NK
796,539,EW,AD,NK
796,546,EW,IK,EK
796,581,NS,IK,EK
796,1429,EW,ID,NK
796,1429,NS,ID,NK
796,2171,ES,ES,ES
1160,0,EW,SS,NK
1160,0,NS,SS,NK
1160,1527,EW,AD,NK
1160,1534,EW,IK,CK
1160,1554,NS,IK,CK
1160,2137,EW,ID,NK
1160,2137,NS,ID,NK
1160,2171,ES,ES,ES
376,0,EW,SS,NK
376,0,NS,SS,NK
376,136,EW,AD,NK
376,142,EW,IK,EK
376,195,NS,IK,EK
376,2171,ES,ES,ES
917,0,EW,SS,NK
917,0,NS,SS,NK
917,1078,EW,AD,NK
917,1085,EW,IK,CK
917,1097,NS,IK,CK
917,2171,ES,ES,ES
187,0,EW,SS,HK
187,0,NS,SS,HK
187,1165,EW,ID,NK
187,1165,NS,ID,NK
187,1346,EW,AD,NK
187,2183,ES,ES,ES
191,0,EW,SS,HK
191,0,NS,SS,HK
191,145,EW,ID,NK
191,145,NS,ID,NK
191,2183,ES,ES,ES
99,0,EW,SS,CK
99,0,NS,SS,CK
99,2207,ES,ES,ES
1697,0,EW,SS,CK
1697,0,NS,SS,EK
1697,2171,ES,ES,ES
1112,0,EW,SS,NK
1112,0,NS,SS,NK
1112,524,EW,AD,NK
1112,531,EW,IK,HK
1112,542,NS,IK,HK
1112,1585,EW,ID,NK
1112,1585,NS,ID,NK
1112,2171,ES,ES,ES
1245,0,EW,SS,CK
1245,0,NS,SS,CK
1245,2171,ES,ES,ES
83,0,EW,SS,CK
83,0,NS,SS,CK
83,2207,ES,ES,ES
1796,0,EW,SS,EK
1796,0,NS,SS,EK
1796,1262,NS,ID,NK
1796,2171,ES,ES,ES
1363,0,EW,SS,NK
1363,0,NS,SS,NK
1363,1166,EW,AD,NK
1363,1212,EW,IK,CK
1363,1338,NS,IK,CK
1363,1673,NS,ID,NK
1363,2065,EW,ID,NK
1363,2171,ES,ES,ES
1213,0,EW,SS,CK
1213,0,NS,SS,CK
1213,2171,ES,ES,ES
1878,0,EW,SS,EK
1878,0,NS,SS,EK
1878,2171,ES,ES,ES
1054,0,EW,SS,NK
1054,0,NS,SS,NK
1054,744,EW,AD,NK
1054,750,EW,IK,CK
1054,772,NS,IK,CK
1054,1586,NS,ID,NK
1054,2171,ES,ES,ES
809,0,EW,SS,NK
809,0,NS,SS,NK
809,122,EW,AD,NK
809,128,EW,IK,EK
809,179,NS,IK,CK
809,1213,EW,ID,NK
809,1213,NS,ID,NK
809,2171,ES,ES,ES
1136,0,EW,SS,NK
1136,0,NS,SS,NK
1136,101,EW,AD,NK
1136,162,EW,IK,HK
1136,299,NS,IK,HK
1136,997,EW,ID,NK
1136,997,NS,ID,NK
1136,2171,ES,ES,ES
488,0,EW,SS,EK
488,0,NS,SS,NK
488,385,EW,ID,NK
488,548,EW,AD,NK
488,1002,EW,AD,NK
488,2171,ES,ES,ES
417,0,EW,SS,NK
417,0,NS,SS,NK
417,1369,EW,AD,NK
417,1375,EW,IK,EK
417,1396,NS,IK,CK
417,2171,ES,ES,ES
437,0,EW,SS,NK
437,0,NS,SS,NK
437,149,EW,AD,NK
437,156,EW,IK,EK
437,198,NS,IK,EK
437,1837,EW,ID,NK
437,1837,NS,ID,NK
437,2171,ES,ES,ES
171,0,EW,SS,CK
171,0,NS,SS,CK
171,157,EW,ID,NK
171,157,NS,ID,NK
171,208,EW,AD,NK
171,2171,ES,ES,ES
